Timestamp,Data
2024-03-03 19:04:29.955113,704.75
2024-03-03 19:04:30.005088,703.82
2024-03-03 19:04:30.054739,704.65
2024-03-03 19:04:30.105067,704.07
2024-03-03 19:04:30.154501,705.35
2024-03-03 19:04:30.204920,705.36
2024-03-03 19:04:30.254302,1239.49
2024-03-03 19:04:30.304596,705.46
2024-03-03 19:04:30.354342,706.98
2024-03-03 19:04:30.404714,705.96
2024-03-03 19:04:30.454920,703.29
2024-03-03 19:04:30.504449,703.56
2024-03-03 19:04:30.554741,704.21
2024-03-03 19:04:30.604629,702.80
2024-03-03 19:04:30.654644,704.07
2024-03-03 19:04:30.704341,702.80
2024-03-03 19:04:30.754345,704.14
2024-03-03 19:04:30.804260,704.76
2024-03-03 19:04:30.854358,706.61
2024-03-03 19:04:30.905136,704.07
2024-03-03 19:04:30.954386,704.29
2024-03-03 19:04:31.004586,703.50
2024-03-03 19:04:31.054234,704.91
2024-03-03 19:04:31.104712,704.21
2024-03-03 19:04:31.154181,703.60
2024-03-03 19:04:31.204633,703.96
2024-03-03 19:04:31.254050,797.35
2024-03-03 19:04:31.304364,705.61
2024-03-03 19:04:31.354702,705.00
2024-03-03 19:04:31.404355,703.27
2024-03-03 19:04:31.454566,705.04
2024-03-03 19:04:31.504206,703.71
2024-03-03 19:04:31.554331,703.32
2024-03-03 19:04:31.604100,703.60
2024-03-03 19:04:31.654216,703.86
2024-03-03 19:04:31.704510,704.86
2024-03-03 19:04:31.753974,1220.58
2024-03-03 19:04:31.804446,705.14
2024-03-03 19:04:31.853945,703.38
2024-03-03 19:04:31.904289,705.04
2024-03-03 19:04:31.953787,704.40
2024-03-03 19:04:32.004151,705.36
2024-03-03 19:04:32.053697,705.60
2024-03-03 19:04:32.104143,705.07
2024-03-03 19:04:32.153540,702.62
2024-03-03 19:04:32.204153,703.75
2024-03-03 19:04:32.254216,703.39
2024-03-03 19:04:32.303791,704.51
2024-03-03 19:04:32.353959,704.64
2024-03-03 19:04:32.403904,705.42
2024-03-03 19:04:32.454241,703.11
2024-03-03 19:04:32.503454,703.64
