Timestamp,Data
2024-03-03 20:24:46.935040,467.11
2024-03-03 20:24:46.984494,466.25
2024-03-03 20:24:47.034875,466.68
2024-03-03 20:24:47.085240,466.54
2024-03-03 20:24:47.134709,466.65
2024-03-03 20:24:47.185074,465.79
2024-03-03 20:24:47.234596,467.20
2024-03-03 20:24:47.285063,466.75
2024-03-03 20:24:47.334423,466.62
2024-03-03 20:24:47.384797,466.21
2024-03-03 20:24:47.435177,466.64
2024-03-03 20:24:47.484634,466.80
2024-03-03 20:24:47.534971,406.61
2024-03-03 20:24:47.584479,331.89
2024-03-03 20:24:47.634835,331.71
2024-03-03 20:24:47.684304,332.11
2024-03-03 20:24:47.734731,331.68
2024-03-03 20:24:47.784083,331.82
2024-03-03 20:24:47.834515,331.29
2024-03-03 20:24:47.884925,331.64
2024-03-03 20:24:47.934397,331.27
2024-03-03 20:24:47.984592,332.14
2024-03-03 20:24:48.034199,331.60
2024-03-03 20:24:48.084424,331.89
2024-03-03 20:24:48.134003,331.35
2024-03-03 20:24:48.184386,332.11
2024-03-03 20:24:48.233859,331.71
2024-03-03 20:24:48.284236,331.86
2024-03-03 20:24:48.334577,331.14
2024-03-03 20:24:48.384078,331.53
2024-03-03 20:24:48.434468,331.25
2024-03-03 20:24:48.483873,331.67
2024-03-03 20:24:48.534313,331.21
2024-03-03 20:24:48.583712,331.89
2024-03-03 20:24:48.634248,331.00
2024-03-03 20:24:48.683540,331.24
2024-03-03 20:24:48.734035,331.18
2024-03-03 20:24:48.783519,331.85
2024-03-03 20:24:48.833870,331.36
2024-03-03 20:24:48.884278,331.54
2024-03-03 20:24:48.933734,331.27
2024-03-03 20:24:48.984111,332.18
2024-03-03 20:24:49.033573,332.04
2024-03-03 20:24:49.084041,332.18
2024-03-03 20:24:49.133490,331.24
2024-03-03 20:24:49.183835,331.11
2024-03-03 20:24:49.234278,331.57
2024-03-03 20:24:49.283664,331.42
2024-03-03 20:24:49.334050,331.79
2024-03-03 20:24:49.383684,331.20
2024-03-03 20:24:49.433917,331.57
2024-03-03 20:24:49.483302,330.76
2024-03-03 20:24:49.533721,387.29
2024-03-03 20:24:49.583195,466.55
2024-03-03 20:24:49.633524,467.00
2024-03-03 20:24:49.683929,466.46
2024-03-03 20:24:49.733393,466.29
2024-03-03 20:24:49.783793,466.39
2024-03-03 20:24:49.833253,466.44
2024-03-03 20:24:49.883618,466.54
2024-03-03 20:24:49.933066,466.47
2024-03-03 20:24:49.983549,466.75
2024-03-03 20:24:50.033831,466.25
2024-03-03 20:24:50.083340,466.29
2024-03-03 20:24:50.133675,467.29
2024-03-03 20:24:50.183110,467.38
2024-03-03 20:24:50.233500,467.18
2024-03-03 20:24:50.282978,466.22
2024-03-03 20:24:50.333284,466.57
2024-03-03 20:24:50.382845,466.04
2024-03-03 20:24:50.433164,466.61
2024-03-03 20:24:50.483472,466.21
2024-03-03 20:24:50.532867,466.80
2024-03-03 20:24:50.583146,469.18
2024-03-03 20:24:50.632633,467.64
2024-03-03 20:24:50.683049,468.21
2024-03-03 20:24:50.732623,466.76
2024-03-03 20:24:50.783066,466.00
2024-03-03 20:24:50.832582,466.55
2024-03-03 20:24:50.882868,466.32
2024-03-03 20:24:50.933211,466.64
2024-03-03 20:24:50.982596,466.95
2024-03-03 20:24:51.033135,468.57
2024-03-03 20:24:51.082453,466.55
2024-03-03 20:24:51.132901,466.54
2024-03-03 20:24:51.182336,466.73
2024-03-03 20:24:51.232740,466.21
2024-03-03 20:24:51.282258,466.51
2024-03-03 20:24:51.332625,466.43
2024-03-03 20:24:51.382955,466.64
2024-03-03 20:24:51.432432,466.33
2024-03-03 20:24:51.482697,466.61
2024-03-03 20:24:51.532142,412.73
2024-03-03 20:24:51.582469,332.57
2024-03-03 20:24:51.631968,331.38
2024-03-03 20:24:51.682433,332.07
2024-03-03 20:24:51.732769,331.14
2024-03-03 20:24:51.782208,332.15
2024-03-03 20:24:51.832611,331.00
2024-03-03 20:24:51.882057,332.15
2024-03-03 20:24:51.932436,330.93
2024-03-03 20:24:51.981904,331.78
2024-03-03 20:24:52.032317,331.32
2024-03-03 20:24:52.081742,331.85
2024-03-03 20:24:52.132211,331.43
2024-03-03 20:24:52.182464,331.79
2024-03-03 20:24:52.232061,331.16
